"","name","father","stock","glottocode","iso","wals","level","longitude","latitude","population"
"aine1237","Aine Kuruba","Modern Kannada","Dravidian","aine1237",NA,NA,"dialect",NA,NA,NA
"ainu1240","Ainu [Japan]","Ainu","Ainu","ainu1240","ain","ain","language",142.46167,43.633654,15
"ainu1251","Ainu [China]","Far East Yugur","Turkic","ainu1251","aib","ayn","language",76.4209,39.2714,6570
"ainu1252","Ainu","Eurasia","Ainu","ainu1252",NA,NA,"family",NA,NA,NA
"aiom1240","Aiome","Aian","Lower Sepik-Ramu","aiom1240","aki",NA,"language",144.765,-5.13467,751
"aird1238","Aird Hills","Kibiri","Kibiri","aird1238",NA,NA,"dialect",NA,NA,NA
"airm1240","Air Mata","Kupang Malay","Austronesian","airm1240",NA,NA,"dialect",NA,NA,NA
"airm1241","Airmadidi","Tonsea","Austronesian","airm1241",NA,NA,"dialect",NA,NA,NA
"airo1242","Airoran","West Coast Kwerba","Kwerbic","airo1242","air",NA,"language",138.158,-1.8522,1000
"airr1238","Air","Tagdal","Songhay","airr1238",NA,NA,"dialect",NA,NA,NA
"airr1242","Air [Berber]","Tayart Tamajeq","Afro-Asiatic","airr1242",NA,NA,"dialect",NA,NA,NA
"airy1239","Airym","North Azerbaijani","Turkic","airy1239",NA,NA,"dialect",NA,NA,NA
"aita1238","Aita","Rotokas","North Bougainville","aita1238",NA,NA,"dialect",NA,NA,NA
"aito1238","Aiton","Assam Tai","Tai-Kadai","aito1238","aio",NA,"language",92.3169,26.5145,1500
"aitu1237","Aitutaki","Rarotongan","Austronesian","aitu1237",NA,NA,"dialect",NA,NA,NA
"aiwa1238","Aiwanat","Central Siberian Yupik","Eskimo-Aleut","aiwa1238",NA,NA,"dialect",NA,NA,NA
"aiya1239","Aiyangar","Tamil","Dravidian","aiya1239",NA,NA,"dialect",NA,NA,NA
"aiya1240","Aiyar","Tamil","Dravidian","aiya1240",NA,NA,"dialect",NA,NA,NA
"aiye1241","Aiyegunle","Western Okpamheri","Atlantic-Congo","aiye1241",NA,NA,"dialect",NA,NA,NA
"aiye1242","||’Aiye","Shua","Khoe-Kwadi","aiye1242",NA,NA,"dialect",NA,NA,NA
"aizi1248","Aizi","Kru","Atlantic-Congo","aizi1248",NA,NA,"family",NA,NA,NA
"aizu1241","Aizu","Southern Tōhoku","Japonic","aizu1241",NA,NA,"dialect",NA,NA,NA
"aizu1242","Aizuare","Omagua","Tupian","aizu1242",NA,NA,"dialect",NA,NA,NA
"ajab1235","Aja [Benin]","Gbe","Atlantic-Congo","ajab1235","ajg","ajg","language",1.64992,7.06634,512000
"ajam1240","Ajam","Central Asmat","Nuclear Trans New Guinea","ajam1240",NA,NA,"dialect",NA,NA,NA
"ajas1235","Aja [Sudan]","Kresh-Aja","Kresh-Aja","ajas1235","aja","aja","language",25.6122,8.58003,200
"ajaw1236","Ajawa","West Chadic B B.2","Afro-Asiatic","ajaw1236","ajw",NA,"language",9.89205,10.21,0
"ajee1238","Aje","Arigidi","Atlantic-Congo","ajee1238",NA,NA,"dialect",NA,NA,NA
"ajie1238","Ajië","Houailou","Austronesian","ajie1238","aji","aji","language",165.468,-21.3029,4044
"ajir1238","Ajiri of Hazara","Gujari","Indo-European","ajir1238",NA,NA,"dialect",NA,NA,NA
"ajiw1238","Ajiw","Mpur","Mpur","ajiw1238",NA,NA,"dialect",NA,NA,NA
"ajra1238","Ajra","Gun","Atlantic-Congo","ajra1238",NA,NA,"dialect",NA,NA,NA
"ajug1238","Ajugu","Avokaya","Central Sudanic","ajug1238",NA,NA,"dialect",NA,NA,NA
"ajuh1237","Ajuh","Lawangan","Austronesian","ajuh1237",NA,NA,"dialect",NA,NA,NA
"ajum1239","Ajumba","Myene","Atlantic-Congo","ajum1239",NA,NA,"dialect",NA,NA,NA
"ajyi1238","Ajyíninka Apurucayali","Asheninka","Arawakan","ajyi1238","cpc",NA,"language",-74.6195,-9.82364,4000
"akaa1242","Aka","Aka-Kelo-Molo","Eastern Jebel","akaa1242","soh",NA,"language",33.6524,11.2101,300
"akab1248","Aka-Bo","Bo-Cari","Great Andamanese","akab1248","akm",NA,"language",92.8011,12.3629,0
"akab1249","Aka-Bea","South Great Andamanese","Great Andamanese","akab1249","abj","akb","language",92.7818,12.3782,0
"akab1250","Akabafa","Ese","Koiarian","akab1250",NA,NA,"dialect",NA,NA,NA
"akac1240","Aka-Cari","Bo-Cari","Great Andamanese","akac1240","aci","akc","language",92.9485,13.4909,0
"akaj1239","Aka-Jeru","Jeru-Kora","Great Andamanese","akaj1239","akj",NA,"language",92.9504,13.1525,0
"akak1251","Aka-Kora","Jeru-Kora","Great Andamanese","akak1251","ack",NA,"language",92.7466,12.0944,0
"akak1252","Aka-Kede","Middle Great Andamanese","Great Andamanese","akak1252","akx","akk","language",92.8227,12.8494,0
"akak1253","Aka-Kol","Juwol-Kol","Great Andamanese","akak1253","aky",NA,"language",92.7866,12.7325,0
"akak1254","Aka-Kelo-Molo","Eastern Jebel","Eastern Jebel","akak1254",NA,NA,"family",NA,NA,NA
"akam1238","Akamkpa-Ejagham","Western Ejagham","Atlantic-Congo","akam1238",NA,NA,"dialect",NA,NA,NA
"akan1248","Akani","Nanai","Tungusic","akan1248",NA,NA,"dialect",NA,NA,NA
"akan1250","Akan","Akanic","Atlantic-Congo","akan1250","aka","akn","language",-1.33254,6.34756,8300000
"akan1251","Akanic","Central Tano","Atlantic-Congo","akan1251",NA,NA,"family",NA,NA,NA
"akar1243","Akar-Bale","South Great Andamanese","Great Andamanese","akar1243","acl",NA,"language",92.8278,12.6663,0
"akar1244","Akarre","Eastern Arrernte","Pama-Nyungan","akar1244",NA,NA,"dialect",NA,NA,NA
"akas1241","Akassa","Southeast Ijo","Ijoid","akas1241",NA,NA,"dialect",NA,NA,NA
"akas1242","Akaselem","Ntcham-Akaselem","Atlantic-Congo","akas1242","aks",NA,"language",1.37035,8.8858,47500
"akaw1239","Akawaio","Kapong","Cariban","akaw1239","ake","akw","language",-60.862,6.16277,5350
"akeb1238","Akebu","Kebu-Animere","Atlantic-Congo","akeb1238","keu",NA,"language",0.77668,7.78365,56400
"akee1238","Ake","Eggon-Ake","Atlantic-Congo","akee1238","aik",NA,"language",8.75768,8.59543,3000
"akei1237","Akei","West Santo","Austronesian","akei1237","tsr",NA,"language",166.767,-15.6377,650
"aker1238","Akerre","Western Arrarnta","Pama-Nyungan","aker1238",NA,NA,"dialect",NA,NA,NA
"akeu1235","Akeu","Akhaic","Sino-Tibetan","akeu1235","aeu",NA,"language",NA,NA,NA
"akha1245","Akha","Akhaic","Sino-Tibetan","akha1245","ahk","akh","language",100.964,21.2309,563960
"akha1246","Akhaic","Ha-Ya","Sino-Tibetan","akha1246",NA,NA,"family",NA,NA,NA
"akhm1237","Akhmimic","Upper Egyptian","Afro-Asiatic","akhm1237",NA,NA,"dialect",NA,NA,NA
"akho1238","Akhoe","Kung-Ekoka","Kxa","akho1238",NA,NA,"dialect",NA,NA,NA
"akht1238","Akhty","Lezgian","Nakh-Daghestanian","akht1238",NA,NA,"dialect",NA,NA,NA
"akhv1239","Akhvakh","Andic","Nakh-Daghestanian","akhv1239","akv","axv","language",46.3037,42.4003,6500
"akii1238","Aki","Apali","Nuclear Trans New Guinea","akii1238",NA,NA,"dialect",NA,NA,NA
"akim1239","Akimel O’odham","Tohono O’odham","Uto-Aztecan","akim1239",NA,NA,"dialect",NA,NA,NA
"akit1239","Akit","Kerinci","Austronesian","akit1239",NA,NA,"dialect",NA,NA,NA
"akit1240","Akita","Northern Tōhoku","Japonic","akit1240",NA,NA,"dialect",NA,NA,NA
"akka1237","Akkala Sami","Mainland Eastern Saami","Uralic","akka1237","sia",NA,"language",32.4046,67.8625,0
"akka1240","Akkadian","East Semitic","Afro-Asiatic","akka1240","akk",NA,"language",NA,NA,NA
"akkk1240","Ak","Yellow River","Sepik","akkk1240","akq",NA,"language",141.784,-3.57026,75
"akla1240","Aklan","West Bisayan","Austronesian","akla1240",NA,NA,"family",NA,NA,NA
"akla1241","Aklanon","Aklan","Austronesian","akla1241","akl","akl","language",122.354,11.5543,394545
"aknn1239","Akn","Modern Armenian","Indo-European","aknn1239",NA,NA,"dialect",NA,NA,NA
"akol1237","Akolet","East Arawe","Austronesian","akol1237","akt",NA,"language",150.182,-6.22711,954
"akon1238","Akono","Yoruba","Atlantic-Congo","akon1238",NA,NA,"dialect",NA,NA,NA
"akoo1247","Ako","Akha","Sino-Tibetan","akoo1247",NA,NA,"dialect",NA,NA,NA
"akoo1248","Akoose","Central Manenguba","Atlantic-Congo","akoo1248","bss",NA,"language",9.65522,4.9243,1e+05
"akoo1249","Ako [Atlantic-Congo]","Ekpeye","Atlantic-Congo","akoo1249",NA,NA,"dialect",NA,NA,NA
"akoo1250","Ako [Indonesia]","Bada [Indonesia]","Austronesian","akoo1250",NA,NA,"dialect",NA,NA,NA
"akoy1238","Akoye","Tainae-Akoye","Angan","akoy1238","miw",NA,"language",145.669,-7.66067,800
"akpa1238","Akpa","Yatye-Akpa","Atlantic-Congo","akpa1238","akf",NA,"language",8.01629,7.32586,26894
"akpa1243","Akpafu","Siwu","Atlantic-Congo","akpa1243",NA,NA,"dialect",NA,NA,NA
"akpe1247","Akpe","Anii","Atlantic-Congo","akpe1247",NA,NA,"dialect",NA,NA,NA
"akpe1248","Akpes","Akpes-Edoid","Atlantic-Congo","akpe1248","ibe",NA,"language",5.95559,7.50256,10000
"akpe1249","Akpes-Edoid","Benue-Congo","Atlantic-Congo","akpe1249",NA,NA,"family",NA,NA,NA
"akpo1242","Akpo-Mgbu-Tolu","Ikwere","Atlantic-Congo","akpo1242",NA,NA,"dialect",NA,NA,NA
"akpo1243","Akpondu","Alumu-Akpondu","Atlantic-Congo","akpo1243",NA,NA,"language",8.545454,9.235232,NA
"akre1239","Akre","Northern Kurdish","Indo-European","akre1239",NA,NA,"dialect",NA,NA,NA
"akru1241","Akrukay","Tamolan","Lower Sepik-Ramu","akru1241","afi",NA,"language",144.821,-4.88687,246
"aksa1237","Aksanás","Qawasqar","Kawesqar","aksa1237",NA,NA,"dialect",NA,NA,NA
"aksu1238","Aksu","Uighur","Turkic","aksu1238",NA,NA,"dialect",NA,NA,NA
"akto1238","Akto Türkmen","Uighur","Turkic","akto1238",NA,NA,"dialect",NA,NA,NA
"akua1239","Akuapem","Akan","Atlantic-Congo","akua1239",NA,NA,"dialect",NA,NA,NA
"akuk1235","Akuku","Okpe-Akuku-Idesa","Atlantic-Congo","akuk1235","ayk",NA,"language",6.34264,7.40354,NA
"akum1238","Akum","Akum-Beezen","Atlantic-Congo","akum1238","aku",NA,"language",9.96261,6.85716,1400
"akum1239","Akum-Beezen","Yukubenic","Atlantic-Congo","akum1239",NA,NA,"family",NA,NA,NA
"akun1239","Akunnu","Akpes","Atlantic-Congo","akun1239",NA,NA,"dialect",NA,NA,NA
"akun1241","Akuntsu","Akuntsu-Mekens","Tupian","akun1241","aqz",NA,"language",-60.9716,-12.8322,NA
"akun1243","Akuntsu-Mekens","Nuclear Tuparic","Tupian","akun1243",NA,NA,"family",NA,NA,NA
"akur1238","Akurio","Tiriyoan","Cariban","akur1238","ako",NA,"language",-55.6294,3.19607,10
"akus1238","Akusha","Dargwa","Nakh-Daghestanian","akus1238",NA,NA,"dialect",NA,NA,NA
"akwa1247","Akwa [Nigeria]","Pongu","Atlantic-Congo","akwa1247",NA,NA,"dialect",NA,NA,NA
"akwa1248","Akwa","Koyo-Mboshi","Atlantic-Congo","akwa1248","akw",NA,"language",15.4623,-0.39897,24147
"akye1239","Akyem Bosome","Akan","Atlantic-Congo","akye1239",NA,NA,"dialect",NA,NA,NA
"alab1237","Alabama","Alabaman-Koasati","Muskogean","alab1237","akz","abm","language",-94.6285,30.7674,100
"alab1246","Alabat Island Agta","Alabat-Manide Agta","Austronesian","alab1246","dul",NA,"language",122.014,14.1217,30
"alab1247","Alabaman-Koasati","Muskogean","Muskogean","alab1247",NA,NA,"family",NA,NA,NA
"alab1254","Alaba-K’abeena","Kambaataic","Afro-Asiatic","alab1254","alw",NA,"language",38.1732,7.39014,162000
"alab1255","Alabat-Manide Agta","Central Philippine","Austronesian","alab1255",NA,NA,"family",NA,NA,NA
"alac1239","Alacalufe-Austral","Kawesqar","Kawesqar","alac1239",NA,NA,"language",-70.140381,-54.788017,NA
"alac1240","Alacalufe-Central","North Central Alacufan","Kawesqar","alac1240",NA,NA,"language",-71.04126,-53.435719,NA
"alac1244","Alacatlatzala Mixtec","Guerrero Mixtec","Otomanguean","alac1244","mim","mxl","language",-98.4674,17.4944,22226
"alad1239","Alada","Gun","Atlantic-Congo","alad1239",NA,NA,"dialect",NA,NA,NA
"alag1242","Alago","Nuclear Idoma","Atlantic-Congo","alag1242","ala",NA,"language",8.52085,8.34986,35052
"alag1243","Alag-Bako","Iraya","Austronesian","alag1243",NA,NA,"dialect",NA,NA,NA
"alag1248","Alagwa","Northern West Rift South Cushitic","Afro-Asiatic","alag1248","wbj","agw","language",35.7231,-4.64148,30000
"alak1252","Alakong","Bahnar","Austroasiatic","alak1252",NA,NA,"dialect",NA,NA,NA
"alak1253","Alak","Bahnaric","Austroasiatic","alak1253","alk",NA,"language",106.597,15.5565,4000
"alak1254","Alakaman","Abui","Timor-Alor-Pantar","alak1254",NA,NA,"dialect",NA,NA,NA
"alam1246","Alamblak","Eastern Sepik Hill","Sepik","alam1246","amp","ala","language",143.316,-4.66307,1527
"alan1247","Åland Islands Swedish","Swedish","Indo-European","alan1247",NA,NA,"dialect",NA,NA,NA
"alan1248","Alangua","Anyin","Atlantic-Congo","alan1248",NA,NA,"dialect",NA,NA,NA
"alan1249","Alangan","North Mangyan","Austronesian","alan1249","alj",NA,"language",121.022,13.0982,7694
"alan1250","Alango","Siane","Nuclear Trans New Guinea","alan1250",NA,NA,"dialect",NA,NA,NA
"alar1239","Alar","Russia Buriat","Mongolic","alar1239",NA,NA,"dialect",NA,NA,NA
"alas1253","Alasai","Northwest Pashayi","Indo-European","alas1253",NA,NA,"dialect",NA,NA,NA
"alas1254","Alas","Batak Alas-Kluet","Austronesian","alas1254",NA,NA,"dialect",NA,NA,NA
"alas1255","Alaskan Yupik","Yupik","Eskimo-Aleut","alas1255",NA,NA,"family",NA,NA,NA
"alat1245","Alatening","Ngemba","Atlantic-Congo","alat1245",NA,NA,"dialect",NA,NA,NA
"alat1246","Alatesu","Southern Nambikuára","Nambiquaran","alat1246",NA,NA,"dialect",NA,NA,NA
"alaw1244","Alawa","Maran","Mangarrayi-Maran","alaw1244","alh","alw","language",134.282,-15.5458,18
"alba1267","Albanian","Indo-European","Indo-European","alba1267","sqi",NA,"family",NA,NA,NA
"alba1268","Albanian-Tosk","Albanian","Indo-European","alba1268",NA,NA,"family",NA,NA,NA
"alba1269","Albay Bicolano","Inland Bikol","Austronesian","alba1269","bhk",NA,"language",123.49,13.1989,1900907
"alba1270","Albany River Ojibwa","Northwestern Ojibwa","Algic","alba1270",NA,NA,"dialect",NA,NA,NA
"alca1237","Alcantaranon","Inonhan","Austronesian","alca1237",NA,NA,"dialect",NA,NA,NA
"alco1235","Alcozauca Mixtec","Guerrero Mixtec","Otomanguean","alco1235","xta",NA,"language",-98.3969,17.3687,10000
"alec1238","Alechuxa","Manchu","Tungusic","alec1238",NA,NA,"dialect",NA,NA,NA
"aleg1238","Alege","Bendic","Atlantic-Congo","aleg1238","alf",NA,"language",9.00394,6.59423,1200
"alek1238","Alekano","Gahuku","Nuclear Trans New Guinea","alek1238","gah","gah","language",145.387,-6.03901,25000
"alem1243","Alemannic","Upper German","Indo-European","alem1243",NA,NA,"family",NA,NA,NA
"alep1237","Alepa","Sinaugoro","Austronesian","alep1237",NA,NA,"dialect",NA,NA,NA
"alep1241","Aleppo","North Levantine Arabic","Afro-Asiatic","alep1241",NA,NA,"dialect",NA,NA,NA
"aleu1260","Aleut","Eskimo-Aleut","Eskimo-Aleut","aleu1260","ale","ale","language",-174.29,52.1228,490
"alfo1240","Alfold","Hungarian","Uralic","alfo1240",NA,NA,"dialect",NA,NA,NA
"alge1239","Algerian Arabic","North African Arabic","Afro-Asiatic","alge1239","arq",NA,"language",3.23033,35.4208,22937000
"alge1240","Algerian Saharan Arabic","North African Arabic","Afro-Asiatic","alge1240","aao",NA,"language",4.80626,20.8884,130550
"algh1238","Algherese","Standard Catalan","Indo-European","algh1238",NA,NA,"dialect",NA,NA,NA
"algi1247","Algiers","Algerian Arabic","Afro-Asiatic","algi1247",NA,NA,"dialect",NA,NA,NA
"algi1248","Algic","North America","Algic","algi1248",NA,NA,"family",NA,NA,NA
"algo1255","Algonquin","Severn-Algonquin","Algic","algo1255","alq","alg","language",-77.5258,47.3876,2430
"algo1256","Algonquian","Algic","Algic","algo1256",NA,NA,"family",NA,NA,NA
"alha1241","Al-Hasaa","Gulf Arabic","Afro-Asiatic","alha1241",NA,NA,"dialect",NA,NA,NA
"alha1242","Al-Hasâ","Gulf Arabic","Afro-Asiatic","alha1242",NA,NA,"dialect",NA,NA,NA
"alia1238","Aliap","South Central Dinka","Nilotic","alia1238",NA,NA,"dialect",NA,NA,NA
"alif1238","Alifokpa","Yace","Atlantic-Congo","alif1238",NA,NA,"dialect",NA,NA,NA
"alig1238","Aligarh","Bundeli","Indo-European","alig1238",NA,NA,"dialect",NA,NA,NA
"alii1240","Ali","Ngbaka-Manza-Ali","Atlantic-Congo","alii1240","aiy",NA,"language",18.0352,4.60014,35000
"alii1241","Ali [Papua New Guinea]","Kap","Austronesian","alii1241",NA,NA,"dialect",NA,NA,NA
"alil1239","Alile","Paraujano","Arawakan","alil1239",NA,NA,"dialect",NA,NA,NA
"alin1238","Alingar","Southeast Pashayi","Indo-European","alin1238",NA,NA,"dialect",NA,NA,NA
"alit1234","Ali-Tumleo","Sissano-Tumleo","Austronesian","alit1234",NA,NA,"family",NA,NA,NA
"alla1246","Allagir","Ossetian","Indo-European","alla1246",NA,NA,"dialect",NA,NA,NA
"alla1247","Allar","Malayalamoid","Dravidian","alla1247","all",NA,"language",76.6593,11.0803,350
"alla1248","Alladian","Avikam-Alladian","Atlantic-Congo","alla1248","ald","ald","language",-4.42647,5.22371,23000
"alla1249","Allang","Larike-Wakasihu","Austronesian","alla1249",NA,NA,"dialect",NA,NA,NA
"alle1238","Allentiac","Huarpean","Huarpean","alle1238",NA,"alc","language",-68.096924,-33.480938,NA
"alng1239","Alngith","Leningitij-Alngith","Pama-Nyungan","alng1239","aid",NA,"language",141.938,-12.5324,0
"aloa1235","Aloápam Zapotec","Northern Core Zapotec","Otomanguean","aloa1235","zaq",NA,"language",-96.7438,17.4137,3400
"aloa1239","Aloa","Kwang","Afro-Asiatic","aloa1239",NA,NA,"dialect",NA,NA,NA
"alop1235","Alo Phola","Pholic","Sino-Tibetan","alop1235","ypo",NA,"language",101.933,23.59,NA
"alor1246","Alor [Nilotic]","Northwestern Dinka","Nilotic","alor1246",NA,NA,"dialect",NA,NA,NA
"alor1247","Alor","Alorese-Lamalera","Austronesian","alor1247","aol",NA,"language",124.264,-8.20382,25000
"alor1249","Alor-Pantar","Timor-Alor-Pantar","Timor-Alor-Pantar","alor1249",NA,NA,"family",NA,NA,NA
"alor1250","Alor [alor1250]","Alor-Pantar","Timor-Alor-Pantar","alor1250",NA,NA,"family",NA,NA,NA
"alor1251","Alorese-Lamalera","Lamaholot Barat","Austronesian","alor1251",NA,NA,"family",NA,NA,NA
"alpi1238","Alpine Lombard","Lombard","Indo-European","alpi1238",NA,NA,"dialect",NA,NA,NA
"alqo1238","Alqosh","Chaldean Neo-Aramaic","Afro-Asiatic","alqo1238",NA,NA,"dialect",NA,NA,NA
"alsa1241","Alsatian","Standard German","Indo-European","alsa1241",NA,NA,"dialect",NA,NA,NA
"alse1251","Alsea","North America","Alsea","alse1251","aes","als","language",-123.94,44.408,0
"alta1276","Altay Turkic","South Siberian Turkic","Turkic","alta1276",NA,NA,"family",NA,NA,NA
"alta1277","Altai Proper","Southern Altai","Turkic","alta1277",NA,NA,"dialect",NA,NA,NA
"alto1237","Alto Navarro Meridional","Basque","Basque","alto1237",NA,NA,"dialect",NA,NA,NA
"alto1238","Alto Navarro Septentrional","Basque","Basque","alto1238",NA,NA,"dialect",NA,NA,NA
"alto1249","Alto Orinoco","Northern Maipuran","Arawakan","alto1249",NA,NA,"family",NA,NA,NA
"alto1250","Alto Negro","Inland Northern Maipuran","Arawakan","alto1250",NA,NA,"family",NA,NA,NA
"alts1234","Altsächsisch","North Sea Germanic","Indo-European","alts1234",NA,NA,"family",NA,NA,NA
"alug1235","Alugu","Phupha-Alugu","Sino-Tibetan","alug1235","aub",NA,"language",103,23,NA
"aluk1238","Alu Kurumba","Kannadoid","Dravidian","aluk1238","xua",NA,"language",76.7995,11.3456,2500
"aluk1239","Aluku","Ndyuka","Indo-European","aluk1239",NA,NA,"dialect",NA,NA,NA
"alum1246","Alumu-Tesu","Alumu-Akpondu","Atlantic-Congo","alum1246","aab",NA,"language",8.55956,9.01513,7000
"alum1247","Alumu","Alumu-Tesu","Atlantic-Congo","alum1247",NA,NA,"dialect",NA,NA,NA
"alum1248","Alumbis","Tagal Murut","Austronesian","alum1248",NA,NA,"dialect",NA,NA,NA
"alum1249","Alumic","Benue-Congo Plateau","Atlantic-Congo","alum1249",NA,NA,"family",NA,NA,NA
"alum1250","Alumu-Toro","Alumic","Atlantic-Congo","alum1250",NA,NA,"family",NA,NA,NA
"alum1251","Alumu-Akpondu","Alumu-Toro","Atlantic-Congo","alum1251",NA,NA,"family",NA,NA,NA
"alun1238","Alune","Ulat Inai","Austronesian","alun1238","alp","aln","language",128.394,-3.11477,17243
"aluo1235","Aluo","Nuclear Nisoid","Sino-Tibetan","aluo1235","yna",NA,"language",102,26,NA
"alur1249","Aluru","Lugbara","Central Sudanic","alur1249",NA,NA,"dialect",NA,NA,NA
"alur1250","Alur","Adhola-Alur-Luo","Nilotic","alur1250","alz",NA,"language",31.0016,2.36213,1367000
"alut1245","Alutor","Chukotian","Chukotko-Kamchatkan","alut1245","alr","alu","language",165.653,60.3844,150
"alut1246","Alutorskij","Alutor","Chukotko-Kamchatkan","alut1246",NA,NA,"dialect",NA,NA,NA
"aluu1242","Aluu","Ikwere","Atlantic-Congo","aluu1242",NA,NA,"dialect",NA,NA,NA
"aluu1243","Alu","Mono [Solomon Islands]","Austronesian","aluu1243",NA,NA,"dialect",NA,NA,NA
"alvi1241","Alviri-Vidari","Southern Tatic","Indo-European","alvi1241","avd",NA,"language",50.3794,35.0075,6
"alvi1242","Alvir","Alviri-Vidari","Indo-European","alvi1242",NA,NA,"dialect",NA,NA,NA
"alya1239","Alyawarr","Aranda","Pama-Nyungan","alya1239","aly","aly","language",136.835,-21.0427,1450
"alyk1238","Alyk","Kryz","Nakh-Daghestanian","alyk1238",NA,NA,"dialect",NA,NA,NA
"amad1240","Amadiye","Northern Kurdish","Indo-European","amad1240",NA,NA,"dialect",NA,NA,NA
"amad1244","Amadiya","Lishana Deni","Afro-Asiatic","amad1244",NA,NA,"dialect",NA,NA,NA
"amah1245","Amahai","Elpaputi","Austronesian","amah1245","amq",NA,"language",128.939,-3.32028,50
"amah1246","Amahuaca","Headwaters","Pano-Tacanan","amah1246","amc","amc","language",-72.3208,-10.2012,330
"amai1246","Amaimon","Croisilles","Nuclear Trans New Guinea","amai1246","ali",NA,"language",145.368,-5.18742,1781
"amai1247","Amaizuho","Dano","Nuclear Trans New Guinea","amai1247",NA,NA,"dialect",NA,NA,NA
"amal1242","Amal","Sepik","Sepik","amal1242","aad",NA,"language",141.995,-4.04517,831
"amal1243","Amalumute","Three Rivers","Austronesian","amal1243",NA,NA,"family",NA,NA,NA
"amam1245","Amami","Northern Ryukyuan","Japonic","amam1245",NA,NA,"family",NA,NA,NA
"amam1246","Amam","Weric","Goilalan","amam1246",NA,NA,"language",NA,NA,NA
"aman1261","Amanda-Afi","Batu","Atlantic-Congo","aman1261",NA,NA,"dialect",NA,NA,NA
"aman1262","Amanavil","Eman","Atlantic-Congo","aman1262",NA,NA,"dialect",NA,NA,NA
"aman1263","Amana","Eastern Maninkakan","Mande","aman1263",NA,NA,"dialect",NA,NA,NA
"aman1264","Amanuban-Amanatun","Uab Meto","Austronesian","aman1264",NA,NA,"dialect",NA,NA,NA
"aman1265","Amanab","Warisic","Border","aman1265","amn","amn","language",141.178,-3.51516,4419
"aman1266","Amanayé","Tupi-Guarani Subgroup IV.B","Tupian","aman1266","ama",NA,"language",-48.6613,-3.79772,0
"amap1240","Ama [Papua New Guinea]","Nuclear Left May","Left May","amap1240","amm","amm","language",141.658,-4.20192,475
"amar1241","Amariba","Wapishana","Arawakan","amar1241",NA,NA,"dialect",NA,NA,NA
